task_id,graph_type,context_length,seed,model,prompt_style,query_id,query_type,gold,pred,correct,parse_valid,observed_edge_count,observed_baseline_pred,observed_baseline_correct,always_no_correct,shortest_path_distance,completion_tokens,prompt_tokens,total_tokens,api_error
grid4x4_L64_S1006,grid4x4,64,1006,gpt-4.1,direct,q8,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,414,491,
grid4x4_L64_S1007,grid4x4,64,1007,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,3,YES,True,False,1,77,413,490,
grid4x4_L64_S1007,grid4x4,64,1007,gpt-4.1,direct,q2,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,413,490,
grid4x4_L64_S1007,grid4x4,64,1007,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,4,77,413,490,
grid4x4_L64_S1007,grid4x4,64,1007,gpt-4.1,direct,q4,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,413,490,
grid4x4_L64_S1007,grid4x4,64,1007,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,9,YES,True,False,1,77,413,490,
grid4x4_L64_S1007,grid4x4,64,1007,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,3,77,413,490,
grid4x4_L64_S1007,grid4x4,64,1007,gpt-4.1,direct,q7,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,413,490,
grid4x4_L64_S1007,grid4x4,64,1007,gpt-4.1,direct,q8,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,413,490,
grid4x4_L128_S1001,grid4x4,128,1001,gpt-4.1,direct,q1,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,542,619,
grid4x4_L128_S1001,grid4x4,128,1001,gpt-4.1,direct,q2,true_observed,YES,YES,True,True,9,YES,True,False,1,77,542,619,
grid4x4_L128_S1001,grid4x4,128,1001,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,4,77,542,619,
grid4x4_L128_S1001,grid4x4,128,1001,gpt-4.1,direct,q4,false_distant,NO,YES,False,True,0,NO,True,True,3,77,542,619,
grid4x4_L128_S1001,grid4x4,128,1001,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,1,YES,True,False,1,77,542,619,
grid4x4_L128_S1001,grid4x4,128,1001,gpt-4.1,direct,q6,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,542,619,
grid4x4_L128_S1001,grid4x4,128,1001,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,542,619,
grid4x4_L128_S1001,grid4x4,128,1001,gpt-4.1,direct,q8,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,542,619,
grid4x4_L128_S1002,grid4x4,128,1002,gpt-4.1,direct,q1,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,543,620,
grid4x4_L128_S1002,grid4x4,128,1002,gpt-4.1,direct,q2,true_observed,YES,YES,True,True,3,YES,True,False,1,77,543,620,
grid4x4_L128_S1002,grid4x4,128,1002,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,3,77,543,620,
grid4x4_L128_S1002,grid4x4,128,1002,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,4,77,543,620,
grid4x4_L128_S1002,grid4x4,128,1002,gpt-4.1,direct,q5,true_low_seen,YES,YES,True,True,2,YES,True,False,1,77,543,620,
grid4x4_L128_S1002,grid4x4,128,1002,gpt-4.1,direct,q6,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,543,620,
grid4x4_L128_S1002,grid4x4,128,1002,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,3,YES,True,False,1,77,543,620,
grid4x4_L128_S1002,grid4x4,128,1002,gpt-4.1,direct,q8,true_low_seen,YES,YES,True,True,1,YES,True,False,1,77,543,620,
grid4x4_L128_S1005,grid4x4,128,1005,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,10,YES,True,False,1,77,542,619,
grid4x4_L128_S1005,grid4x4,128,1005,gpt-4.1,direct,q2,false_distant,NO,NO,True,True,0,NO,True,True,4,77,542,619,
grid4x4_L128_S1005,grid4x4,128,1005,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,542,619,
grid4x4_L128_S1005,grid4x4,128,1005,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,542,619,
grid4x4_L128_S1005,grid4x4,128,1005,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,4,77,542,619,
grid4x4_L128_S1005,grid4x4,128,1005,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,8,YES,True,False,1,77,542,619,
grid4x4_L128_S1005,grid4x4,128,1005,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,1,YES,True,False,1,77,542,619,
grid4x4_L128_S1005,grid4x4,128,1005,gpt-4.1,direct,q8,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,542,619,
grid4x4_L128_S1003,grid4x4,128,1003,gpt-4.1,direct,q1,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,540,617,
grid4x4_L128_S1003,grid4x4,128,1003,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,540,617,
grid4x4_L128_S1003,grid4x4,128,1003,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,540,617,
grid4x4_L128_S1003,grid4x4,128,1003,gpt-4.1,direct,q4,true_low_seen,YES,YES,True,True,2,YES,True,False,1,77,540,617,
grid4x4_L128_S1003,grid4x4,128,1003,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,2,YES,True,False,1,77,540,617,
grid4x4_L128_S1003,grid4x4,128,1003,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,3,77,540,617,
grid4x4_L128_S1003,grid4x4,128,1003,gpt-4.1,direct,q7,false_distant,NO,NO,True,True,0,NO,True,True,4,77,540,617,
grid4x4_L128_S1003,grid4x4,128,1003,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,8,YES,True,False,1,77,540,617,
grid4x4_L128_S1004,grid4x4,128,1004,gpt-4.1,direct,q1,false_distant,NO,NO,True,True,0,NO,True,True,3,77,540,617,
grid4x4_L128_S1004,grid4x4,128,1004,gpt-4.1,direct,q2,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,540,617,
grid4x4_L128_S1004,grid4x4,128,1004,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,5,77,540,617,
grid4x4_L128_S1004,grid4x4,128,1004,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,540,617,
grid4x4_L128_S1004,grid4x4,128,1004,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,8,YES,True,False,1,77,540,617,
grid4x4_L128_S1004,grid4x4,128,1004,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,7,YES,True,False,1,77,540,617,
grid4x4_L128_S1004,grid4x4,128,1004,gpt-4.1,direct,q7,true_low_seen,YES,YES,True,True,2,YES,True,False,1,77,540,617,
grid4x4_L128_S1004,grid4x4,128,1004,gpt-4.1,direct,q8,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,540,617,
grid4x4_L128_S1006,grid4x4,128,1006,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,6,YES,True,False,1,77,541,618,
grid4x4_L128_S1006,grid4x4,128,1006,gpt-4.1,direct,q2,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,541,618,
grid4x4_L128_S1006,grid4x4,128,1006,gpt-4.1,direct,q3,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,541,618,
grid4x4_L128_S1006,grid4x4,128,1006,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,5,77,541,618,
grid4x4_L128_S1006,grid4x4,128,1006,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,4,YES,True,False,1,77,541,618,
grid4x4_L128_S1006,grid4x4,128,1006,gpt-4.1,direct,q6,true_low_seen,YES,YES,True,True,1,YES,True,False,1,77,541,618,
grid4x4_L128_S1006,grid4x4,128,1006,gpt-4.1,direct,q7,false_distant,NO,NO,True,True,0,NO,True,True,4,77,541,618,
grid4x4_L128_S1006,grid4x4,128,1006,gpt-4.1,direct,q8,true_low_seen,YES,YES,True,True,2,YES,True,False,1,77,541,618,
grid4x4_L256_S1001,grid4x4,256,1001,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,3,YES,True,False,1,77,800,877,
grid4x4_L256_S1001,grid4x4,256,1001,gpt-4.1,direct,q2,true_low_seen,YES,YES,True,True,2,YES,True,False,1,77,800,877,
grid4x4_L256_S1001,grid4x4,256,1001,gpt-4.1,direct,q3,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,800,877,
grid4x4_L256_S1001,grid4x4,256,1001,gpt-4.1,direct,q4,true_observed,YES,YES,True,True,6,YES,True,False,1,77,800,877,
grid4x4_L256_S1001,grid4x4,256,1001,gpt-4.1,direct,q5,true_low_seen,YES,YES,True,True,3,YES,True,False,1,77,800,877,
grid4x4_L256_S1001,grid4x4,256,1001,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,4,77,800,877,
grid4x4_L256_S1001,grid4x4,256,1001,gpt-4.1,direct,q7,false_distant,NO,NO,True,True,0,NO,True,True,4,77,800,877,
grid4x4_L256_S1001,grid4x4,256,1001,gpt-4.1,direct,q8,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,800,877,
grid4x4_L128_S1007,grid4x4,128,1007,gpt-4.1,direct,q1,true_low_seen,YES,YES,True,True,0,NO,False,False,1,77,545,622,
grid4x4_L128_S1007,grid4x4,128,1007,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,545,622,
grid4x4_L128_S1007,grid4x4,128,1007,gpt-4.1,direct,q3,true_low_seen,YES,YES,True,True,1,YES,True,False,1,77,545,622,
grid4x4_L128_S1007,grid4x4,128,1007,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,4,77,545,622,
grid4x4_L128_S1007,grid4x4,128,1007,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,3,77,545,622,
grid4x4_L128_S1007,grid4x4,128,1007,gpt-4.1,direct,q6,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,545,622,
grid4x4_L128_S1007,grid4x4,128,1007,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,9,YES,True,False,1,77,545,622,
grid4x4_L128_S1007,grid4x4,128,1007,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,11,YES,True,False,1,77,545,622,
grid4x4_L256_S1000,grid4x4,256,1000,gpt-4.1,direct,q1,true_low_seen,YES,YES,True,True,4,YES,True,False,1,77,795,872,
grid4x4_L256_S1000,grid4x4,256,1000,gpt-4.1,direct,q2,false_distant,NO,NO,True,True,0,NO,True,True,5,77,795,872,
grid4x4_L256_S1000,grid4x4,256,1000,gpt-4.1,direct,q3,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,795,872,
grid4x4_L256_S1000,grid4x4,256,1000,gpt-4.1,direct,q4,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,795,872,
grid4x4_L256_S1000,grid4x4,256,1000,gpt-4.1,direct,q5,true_low_seen,YES,YES,True,True,5,YES,True,False,1,77,795,872,
grid4x4_L256_S1000,grid4x4,256,1000,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,5,77,795,872,
grid4x4_L256_S1000,grid4x4,256,1000,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,16,YES,True,False,1,77,795,872,
grid4x4_L256_S1000,grid4x4,256,1000,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,16,YES,True,False,1,77,795,872,
grid4x4_L256_S1002,grid4x4,256,1002,gpt-4.1,direct,q1,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,796,873,
grid4x4_L256_S1002,grid4x4,256,1002,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,796,873,
grid4x4_L256_S1002,grid4x4,256,1002,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,3,77,796,873,
grid4x4_L256_S1002,grid4x4,256,1002,gpt-4.1,direct,q4,true_low_seen,YES,YES,True,True,5,YES,True,False,1,77,796,873,
grid4x4_L256_S1002,grid4x4,256,1002,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,9,YES,True,False,1,77,796,873,
grid4x4_L256_S1002,grid4x4,256,1002,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,10,YES,True,False,1,77,796,873,
grid4x4_L256_S1002,grid4x4,256,1002,gpt-4.1,direct,q7,true_low_seen,YES,YES,True,True,5,YES,True,False,1,77,796,873,
grid4x4_L256_S1002,grid4x4,256,1002,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,3,77,796,873,
grid4x4_L256_S1003,grid4x4,256,1003,gpt-4.1,direct,q1,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,797,874,
grid4x4_L256_S1003,grid4x4,256,1003,gpt-4.1,direct,q2,true_low_seen,YES,YES,True,True,6,YES,True,False,1,77,797,874,
grid4x4_L256_S1003,grid4x4,256,1003,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,9,YES,True,False,1,77,797,874,
grid4x4_L256_S1003,grid4x4,256,1003,gpt-4.1,direct,q4,true_observed,YES,YES,True,True,6,YES,True,False,1,77,797,874,
grid4x4_L256_S1003,grid4x4,256,1003,gpt-4.1,direct,q5,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,797,874,
grid4x4_L256_S1003,grid4x4,256,1003,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,4,77,797,874,
grid4x4_L256_S1003,grid4x4,256,1003,gpt-4.1,direct,q7,false_distant,NO,NO,True,True,0,NO,True,True,5,77,797,874,
grid4x4_L256_S1003,grid4x4,256,1003,gpt-4.1,direct,q8,true_low_seen,YES,YES,True,True,4,YES,True,False,1,77,797,874,
grid4x4_L256_S1004,grid4x4,256,1004,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,9,YES,True,False,1,77,799,876,
grid4x4_L256_S1004,grid4x4,256,1004,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,799,876,
grid4x4_L256_S1004,grid4x4,256,1004,gpt-4.1,direct,q3,true_low_seen,YES,YES,True,True,2,YES,True,False,1,77,799,876,
grid4x4_L256_S1004,grid4x4,256,1004,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,4,77,799,876,
grid4x4_L256_S1004,grid4x4,256,1004,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,8,YES,True,False,1,77,799,876,
grid4x4_L256_S1004,grid4x4,256,1004,gpt-4.1,direct,q6,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,799,876,
grid4x4_L256_S1004,grid4x4,256,1004,gpt-4.1,direct,q7,false_distant,NO,NO,True,True,0,NO,True,True,3,77,799,876,
grid4x4_L256_S1004,grid4x4,256,1004,gpt-4.1,direct,q8,true_low_seen,YES,YES,True,True,4,YES,True,False,1,77,799,876,
grid4x4_L256_S1006,grid4x4,256,1006,gpt-4.1,direct,q1,true_low_seen,YES,YES,True,True,4,YES,True,False,1,77,798,875,
grid4x4_L256_S1006,grid4x4,256,1006,gpt-4.1,direct,q2,true_observed,YES,YES,True,True,8,YES,True,False,1,77,798,875,
grid4x4_L256_S1006,grid4x4,256,1006,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,4,77,798,875,
grid4x4_L256_S1006,grid4x4,256,1006,gpt-4.1,direct,q4,false_distance2,NO,YES,False,True,0,NO,True,True,2,77,798,875,
grid4x4_L256_S1006,grid4x4,256,1006,gpt-4.1,direct,q5,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,798,875,
grid4x4_L256_S1006,grid4x4,256,1006,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,7,YES,True,False,1,77,798,875,
grid4x4_L256_S1006,grid4x4,256,1006,gpt-4.1,direct,q7,true_low_seen,YES,YES,True,True,5,YES,True,False,1,77,798,875,
grid4x4_L256_S1006,grid4x4,256,1006,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,3,77,798,875,
grid4x4_L256_S1007,grid4x4,256,1007,gpt-4.1,direct,q1,false_distant,NO,NO,True,True,0,NO,True,True,5,77,801,878,
grid4x4_L256_S1007,grid4x4,256,1007,gpt-4.1,direct,q2,false_distant,NO,NO,True,True,0,NO,True,True,3,77,801,878,
grid4x4_L256_S1007,grid4x4,256,1007,gpt-4.1,direct,q3,true_low_seen,YES,YES,True,True,1,YES,True,False,1,77,801,878,
grid4x4_L256_S1007,grid4x4,256,1007,gpt-4.1,direct,q4,true_observed,YES,YES,True,True,13,YES,True,False,1,77,801,878,
grid4x4_L256_S1007,grid4x4,256,1007,gpt-4.1,direct,q5,true_low_seen,YES,YES,True,True,5,YES,True,False,1,77,801,878,
grid4x4_L256_S1007,grid4x4,256,1007,gpt-4.1,direct,q6,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,801,878,
grid4x4_L256_S1007,grid4x4,256,1007,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,12,YES,True,False,1,77,801,878,
grid4x4_L256_S1007,grid4x4,256,1007,gpt-4.1,direct,q8,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,801,878,
grid4x4_L256_S1005,grid4x4,256,1005,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,5,YES,True,False,1,77,797,874,
grid4x4_L256_S1005,grid4x4,256,1005,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,797,874,
grid4x4_L256_S1005,grid4x4,256,1005,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,7,YES,True,False,1,77,797,874,
grid4x4_L256_S1005,grid4x4,256,1005,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,797,874,
grid4x4_L256_S1005,grid4x4,256,1005,gpt-4.1,direct,q5,true_low_seen,YES,YES,True,True,2,YES,True,False,1,77,797,874,
grid4x4_L256_S1005,grid4x4,256,1005,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,4,77,797,874,
grid4x4_L256_S1005,grid4x4,256,1005,gpt-4.1,direct,q7,true_low_seen,YES,YES,True,True,3,YES,True,False,1,77,797,874,
grid4x4_L256_S1005,grid4x4,256,1005,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,3,77,797,874,
ring16_L16_S1002,ring16,16,1002,gpt-4.1,direct,q1,false_distant,NO,NO,True,True,0,NO,True,True,3,77,316,393,
ring16_L16_S1002,ring16,16,1002,gpt-4.1,direct,q2,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,316,393,
ring16_L16_S1002,ring16,16,1002,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,3,YES,True,False,1,77,316,393,
ring16_L16_S1002,ring16,16,1002,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,316,393,
ring16_L16_S1002,ring16,16,1002,gpt-4.1,direct,q5,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,316,393,
ring16_L16_S1002,ring16,16,1002,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,3,YES,True,False,1,77,316,393,
ring16_L16_S1002,ring16,16,1002,gpt-4.1,direct,q7,false_distant,NO,NO,True,True,0,NO,True,True,6,77,316,393,
ring16_L16_S1002,ring16,16,1002,gpt-4.1,direct,q8,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,316,393,
ring16_L16_S1000,ring16,16,1000,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,1,YES,True,False,1,77,313,390,
ring16_L16_S1000,ring16,16,1000,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,313,390,
ring16_L16_S1000,ring16,16,1000,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,313,390,
ring16_L16_S1000,ring16,16,1000,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,313,390,
ring16_L16_S1000,ring16,16,1000,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,6,77,313,390,
ring16_L16_S1000,ring16,16,1000,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,3,77,313,390,
ring16_L16_S1000,ring16,16,1000,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,313,390,
ring16_L16_S1000,ring16,16,1000,gpt-4.1,direct,q8,true_observed,YES,YES,True,True,8,YES,True,False,1,77,313,390,
ring16_L16_S1001,ring16,16,1001,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,2,YES,True,False,1,77,312,389,
ring16_L16_S1001,ring16,16,1001,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,312,389,
ring16_L16_S1001,ring16,16,1001,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,4,77,312,389,
ring16_L16_S1001,ring16,16,1001,gpt-4.1,direct,q4,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,312,389,
ring16_L16_S1001,ring16,16,1001,gpt-4.1,direct,q5,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,312,389,
ring16_L16_S1001,ring16,16,1001,gpt-4.1,direct,q6,false_distant,NO,NO,True,True,0,NO,True,True,7,77,312,389,
ring16_L16_S1001,ring16,16,1001,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,2,YES,True,False,1,77,312,389,
ring16_L16_S1001,ring16,16,1001,gpt-4.1,direct,q8,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,312,389,
ring16_L16_S1003,ring16,16,1003,gpt-4.1,direct,q1,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,314,391,
ring16_L16_S1003,ring16,16,1003,gpt-4.1,direct,q2,true_observed,YES,YES,True,True,2,YES,True,False,1,77,314,391,
ring16_L16_S1003,ring16,16,1003,gpt-4.1,direct,q3,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,314,391,
ring16_L16_S1003,ring16,16,1003,gpt-4.1,direct,q4,true_observed,YES,YES,True,True,2,YES,True,False,1,77,314,391,
ring16_L16_S1003,ring16,16,1003,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,6,77,314,391,
ring16_L16_S1003,ring16,16,1003,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,314,391,
ring16_L16_S1003,ring16,16,1003,gpt-4.1,direct,q7,false_distant,NO,NO,True,True,0,NO,True,True,5,77,314,391,
ring16_L16_S1003,ring16,16,1003,gpt-4.1,direct,q8,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,314,391,
ring16_L16_S1004,ring16,16,1004,gpt-4.1,direct,q1,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,309,386,
ring16_L16_S1004,ring16,16,1004,gpt-4.1,direct,q2,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,309,386,
ring16_L16_S1004,ring16,16,1004,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,7,77,309,386,
ring16_L16_S1004,ring16,16,1004,gpt-4.1,direct,q4,false_distant,NO,NO,True,True,0,NO,True,True,5,77,309,386,
ring16_L16_S1004,ring16,16,1004,gpt-4.1,direct,q5,true_observed,YES,YES,True,True,2,YES,True,False,1,77,309,386,
ring16_L16_S1004,ring16,16,1004,gpt-4.1,direct,q6,true_observed,YES,YES,True,True,6,YES,True,False,1,77,309,386,
ring16_L16_S1004,ring16,16,1004,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,309,386,
ring16_L16_S1004,ring16,16,1004,gpt-4.1,direct,q8,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,309,386,
ring16_L16_S1006,ring16,16,1006,gpt-4.1,direct,q1,false_distant,NO,NO,True,True,0,NO,True,True,5,77,317,394,
ring16_L16_S1006,ring16,16,1006,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,317,394,
ring16_L16_S1006,ring16,16,1006,gpt-4.1,direct,q3,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,317,394,
ring16_L16_S1006,ring16,16,1006,gpt-4.1,direct,q4,true_observed,YES,YES,True,True,10,YES,True,False,1,77,317,394,
ring16_L16_S1006,ring16,16,1006,gpt-4.1,direct,q5,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,317,394,
ring16_L16_S1006,ring16,16,1006,gpt-4.1,direct,q6,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,317,394,
ring16_L16_S1006,ring16,16,1006,gpt-4.1,direct,q7,true_observed,YES,YES,True,True,6,YES,True,False,1,77,317,394,
ring16_L16_S1006,ring16,16,1006,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,5,77,317,394,
ring16_L16_S1005,ring16,16,1005,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,3,YES,True,False,1,77,318,395,
ring16_L16_S1005,ring16,16,1005,gpt-4.1,direct,q2,true_observed,YES,YES,True,True,5,YES,True,False,1,77,318,395,
ring16_L16_S1005,ring16,16,1005,gpt-4.1,direct,q3,false_distant,NO,NO,True,True,0,NO,True,True,6,77,318,395,
ring16_L16_S1005,ring16,16,1005,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,318,395,
ring16_L16_S1005,ring16,16,1005,gpt-4.1,direct,q5,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,318,395,
ring16_L16_S1005,ring16,16,1005,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,318,395,
ring16_L16_S1005,ring16,16,1005,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,318,395,
ring16_L16_S1005,ring16,16,1005,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,3,77,318,395,
ring16_L16_S1007,ring16,16,1007,gpt-4.1,direct,q1,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,316,393,
ring16_L16_S1007,ring16,16,1007,gpt-4.1,direct,q2,true_observed,YES,YES,True,True,5,YES,True,False,1,77,316,393,
ring16_L16_S1007,ring16,16,1007,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,2,YES,True,False,1,77,316,393,
ring16_L16_S1007,ring16,16,1007,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,316,393,
ring16_L16_S1007,ring16,16,1007,gpt-4.1,direct,q5,false_distant,NO,NO,True,True,0,NO,True,True,7,77,316,393,
ring16_L16_S1007,ring16,16,1007,gpt-4.1,direct,q6,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,316,393,
ring16_L16_S1007,ring16,16,1007,gpt-4.1,direct,q7,true_low_seen,YES,NO,False,True,0,NO,False,False,1,77,316,393,
ring16_L16_S1007,ring16,16,1007,gpt-4.1,direct,q8,false_distant,NO,NO,True,True,0,NO,True,True,7,77,316,393,
ring16_L32_S1000,ring16,32,1000,gpt-4.1,direct,q1,true_observed,YES,YES,True,True,8,YES,True,False,1,77,347,424,
ring16_L32_S1000,ring16,32,1000,gpt-4.1,direct,q2,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,347,424,
ring16_L32_S1000,ring16,32,1000,gpt-4.1,direct,q3,true_observed,YES,YES,True,True,3,YES,True,False,1,77,347,424,
ring16_L32_S1000,ring16,32,1000,gpt-4.1,direct,q4,false_distance2,NO,NO,True,True,0,NO,True,True,2,77,347,424,
